question	questionid	storyid	ner
Where did Andrew and his dad have fun?	mc500.train.23_Q12	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andrew', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 21, 'characterOffsetEnd': 24, 'ner': 'PERSON'}]"
Where did Andrew and his dad go?	mc500.train.23_Q13	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andrew', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 21, 'characterOffsetEnd': 24, 'ner': 'PERSON'}]"
Where was the newspaper?	mc500.train.23_Q14	mc500.train.23	[]
Who went down the slide?	mc500.train.23_Q15	mc500.train.23	[]
What were the animals at the circus doing?	mc500.train.23_Q16	mc500.train.23	[]
What did Andrew bring to his dad?	mc500.train.23_Q17	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'he', 'characterOffsetBegin': 9, 'characterOffsetEnd': 11, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'his', 'characterOffsetBegin': 21, 'characterOffsetEnd': 24, 'ner': 'PERSON'}]"
What did Andrew need to do before he could go to the circus?	mc500.train.23_Q18	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andrew', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'he', 'characterOffsetBegin': 34, 'characterOffsetEnd': 36, 'ner': 'PERSON'}]"
Who ate the peanuts?	mc500.train.23_Q19	mc500.train.23	[]
Where did Andrew look?	mc500.train.23_Q2	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andrew', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"
What was on the front page of the newspaper?	mc500.train.23_Q20	mc500.train.23	[]
what did Andrew see by the door?	mc500.train.23_Q3	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andrew', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"
Where was the picture of the elephant?	mc500.train.23_Q4	mc500.train.23	[]
How long had Andrew been watching TV?	mc500.train.23_Q5	mc500.train.23	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Andrew', 'characterOffsetBegin': 13, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"
What did Andrew and his dad read?	mc500.train.23_Q6	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andrew', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 20, 'characterOffsetEnd': 23, 'ner': 'PERSON'}]"
Where was the circus?	mc500.train.23_Q7	mc500.train.23	[]
Had Andrew ever been to the circus?	mc500.train.23_Q8	mc500.train.23	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Andrew', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"
What did Andrew feed the goldfish?	mc500.train.23_Q9	mc500.train.23	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andrew', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"
Where is the beautiful pond?	mc500.train.25_Q0	mc500.train.25	[]
Where did Maxine live?	mc500.train.25_Q1	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Maxine', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"
What did Maxine's dad see?	mc500.train.25_Q10	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Maxine', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"
Who was mad?	mc500.train.25_Q11	mc500.train.25	[]
Who yelled at Cindy?	mc500.train.25_Q12	mc500.train.25	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Cindy', 'characterOffsetBegin': 14, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"
Who did something mean?	mc500.train.25_Q13	mc500.train.25	[]
When did Cindy do something mean?	mc500.train.25_Q14	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Cindy', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"
Who didn't like Thomas?	mc500.train.25_Q15	mc500.train.25	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Thomas', 'characterOffsetBegin': 16, 'characterOffsetEnd': 22, 'ner': 'PERSON'}]"
What Thomas love to do?	mc500.train.25_Q16	mc500.train.25	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Thomas', 'characterOffsetBegin': 5, 'characterOffsetEnd': 11, 'ner': 'PERSON'}]"
What did Cindy's dad do to her?	mc500.train.25_Q17	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Cindy', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'her', 'characterOffsetBegin': 27, 'characterOffsetEnd': 30, 'ner': 'PERSON'}]"
What was the name of Maxine's new friend?	mc500.train.25_Q18	mc500.train.25	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 21, 'characterOffsetEnd': 24, 'ner': 'PERSON'}]"
Who did Cindy meet?	mc500.train.25_Q19	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Cindy', 'characterOffsetBegin': 8, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"
What did Cindy throw?	mc500.train.25_Q2	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Cindy', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"
Who was happy?	mc500.train.25_Q20	mc500.train.25	[]
Who did Maxine meet?	mc500.train.25_Q3	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Maxine', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"
When did Maxine take a bath?	mc500.train.25_Q4	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Maxine', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"
What did Maxine love to do?	mc500.train.25_Q5	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"
Where did they play?	mc500.train.25_Q6	mc500.train.25	[]
Why were Maxine and Thomas happy?	mc500.train.25_Q7	mc500.train.25	[]
Who threw rocks?	mc500.train.25_Q8	mc500.train.25	[]
Who did Cindy throw rocks at?	mc500.train.25_Q9	mc500.train.25	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 8, 'characterOffsetEnd': 11, 'ner': 'PERSON'}]"
