const_parse	dep_parse	ner	question	questionid	storyid
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN dog))
      (VP (VBG lying)))
    (. ?)))"	"Where	WRB	5	advmod
was	VBD	5	aux
the	DT	4	det
dog	NN	5	nsubj
lying	VBG	0	ROOT
?	.	5	punct
"	[]	Where was the dog lying?	fables-07_Q1	fables-07
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD jumped)
        (PP (IN onto)
          (NP (DT the) (NN dog)))))
    (. ?)))"	"Who	WP	2	nsubj
jumped	VBD	0	ROOT
onto	IN	5	case
the	DT	5	det
dog	NN	2	nmod
?	.	2	punct
"	[]	Who jumped onto the dog?	fables-07_Q2	fables-07
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD did)
      (NP (DT the) (NN dog))
      (VP (VB beg)))
    (. ?)))"	"Who	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
dog	NN	5	nsubj
beg	VB	0	ROOT
?	.	5	punct
"	[]	Who did the dog beg?	fables-07_Q3	fables-07
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN dog))
      (VP (VBP beg)
        (NP (DT the) (NN wolf))
        (S
          (VP (TO to)
            (VP (VB do))))))
    (. ?)))"	"What	WP	5	dep
did	VBD	5	aux
the	DT	4	det
dog	NN	5	nsubj
beg	VBP	0	ROOT
the	DT	7	det
wolf	NN	5	dobj
to	TO	9	mark
do	VB	5	advcl
?	.	5	punct
"	[]	What did the dog beg the wolf to do?	fables-07_Q4	fables-07
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (VP (VBG lying)
        (PP (IN in)
          (NP (DT the) (NN sun)))))
    (. ?)))"	"Who	WP	3	nsubj
was	VBD	3	aux
lying	VBG	0	ROOT
in	IN	6	case
the	DT	6	det
sun	NN	3	nmod
?	.	3	punct
"	[]	Who was lying in the sun?	fables-07_Q5	fables-07
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD thought)
        (SBAR
          (S
            (NP (DT this))
            (VP (VBD was)
              (NP (DT a)
                (ADJP (RB very) (JJ good))
                (NN plan)))))))
    (. ?)))"	"Who	WP	2	nsubj
thought	VBD	0	ROOT
this	DT	8	nsubj
was	VBD	8	cop
a	DT	8	det
very	RB	7	advmod
good	JJ	8	amod
plan	NN	2	ccomp
?	.	2	punct
"	[]	Who thought this was a very good plan?	fables-07_Q6	fables-07
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN wolf) (NN return))
        (PP (TO to))))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
wolf	NN	5	nsubj
return	NN	0	ROOT
to	TO	5	nmod
?	.	5	punct
"	[]	Where did the wolf return to?	fables-07_Q7	fables-07
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did) (RB n't)
      (NP (DT the) (NN wolf))
      (VP (VB reach)
        (NP (DT the) (NN dog))))
    (. ?)))"	"Why	WRB	6	advmod
did	VBD	6	aux
n't	RB	6	neg
the	DT	5	det
wolf	NN	6	nsubj
reach	VB	0	ROOT
the	DT	8	det
dog	NN	6	dobj
?	.	6	punct
"	[]	Why didn't the wolf reach the dog?	fables-07_Q8	fables-07
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBN pounced)))
    (. ?)))"	"Who	WP	2	nsubj
pounced	VBN	0	ROOT
?	.	2	punct
"	[]	Who pounced?	fables-07_Q9	fables-07
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB go)
        (PP (TO to)
          (NP (NNP Miami)))))
    (. ?)))"	"Why	WRB	4	advmod
did	VBD	4	aux
Alyssa	NNP	4	nsubj
go	VB	0	ROOT
to	TO	6	case
Miami	NNP	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Miami', 'characterOffsetBegin': 21, 'characterOffsetEnd': 26, 'ner': 'CITY'}]"	Why did Alyssa go to Miami?	mc500.train.0_Q0	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Ellen))
      (VP (VB order)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Ellen	NNP	4	nsubj
order	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ellen', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	What did Ellen order?	mc500.train.0_Q1	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP
        (NP (NNP Alyssa))
        (, ,)
        (NP (NNP Kristin) (, ,) (NNP Rachel)
          (CC and)
          (NNP Ellen)))
      (VP (VB go)
        (PP (IN for)
          (NP (NN dinner)))))
    (. ?)))"	"Where	WRB	10	advmod
did	VBD	10	aux
Alyssa	NNP	10	nsubj
,	,	3	punct
Kristin	NNP	3	conj
,	,	3	punct
Rachel	NNP	3	conj
and	CC	3	cc
Ellen	NNP	3	conj
go	VB	0	ROOT
for	IN	12	case
dinner	NN	10	nmod
?	.	10	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Kristin', 'characterOffsetBegin': 18, 'characterOffsetEnd': 25, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Rachel', 'characterOffsetBegin': 27, 'characterOffsetEnd': 33, 'ner': 'PERSON'}, {'docTokenBegin': 8, 'docTokenEnd': 9, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'Ellen', 'characterOffsetBegin': 38, 'characterOffsetEnd': 43, 'ner': 'PERSON'}]"	"Where did Alyssa, Kristin, Rachel and Ellen go for dinner?"	mc500.train.0_Q10	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB meet)
        (NP (PRP$ her) (NNS friends))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Alyssa	NNP	4	nsubj
meet	VB	0	ROOT
her	PRP$	6	nmod:poss
friends	NNS	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 22, 'characterOffsetEnd': 25, 'ner': 'PERSON'}]"	Where did Alyssa meet her friends?	mc500.train.0_Q11	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Ellen)
        (CC and)
        (NNP Alyssa))
      (VP (VBP have)
        (S
          (VP (TO to)
            (VP (VB drink))))))
    (. ?)))"	"What	WP	6	dep
did	VBD	6	aux
Ellen	NNP	6	nsubj
and	CC	3	cc
Alyssa	NNP	3	conj
have	VBP	0	ROOT
to	TO	8	mark
drink	VB	6	xcomp
?	.	6	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ellen', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Alyssa', 'characterOffsetBegin': 19, 'characterOffsetEnd': 25, 'ner': 'PERSON'}]"	What did Ellen and Alyssa have to drink?	mc500.train.0_Q12	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NNS ladies))
      (VP (VBP do)
        (PP (IN after)
          (NP (NN dinner)))))
    (. ?)))"	"What	WP	5	dobj
did	VBD	5	aux
the	DT	4	det
ladies	NNS	5	nsubj
do	VBP	0	ROOT
after	IN	7	case
dinner	NN	5	nmod
?	.	5	punct
"	[]	What did the ladies do after dinner?	mc500.train.0_Q13	mc500.train.0
"(ROOT
  (S
    (VP (VBD Did)
      (SBAR
        (S
          (NP
            (NP (NNP Alyssa))
            (CC and)
            (NP (PRP$ her) (NNS friends)))
          (VP (VBP have)
            (NP
              (NP (DT a) (NN lot))
              (PP (IN of)
                (NP (NN fun))))))))
    (. ?)))"	"Did	VBD	6	aux
Alyssa	NNP	6	nsubj
and	CC	2	cc
her	PRP$	5	nmod:poss
friends	NNS	2	conj
have	VBP	0	ROOT
a	DT	8	det
lot	NN	6	dobj
of	IN	10	case
fun	NN	8	nmod
?	.	6	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'her', 'characterOffsetBegin': 15, 'characterOffsetEnd': 18, 'ner': 'PERSON'}]"	Did Alyssa and her friends have a lot of fun?	mc500.train.0_Q14	mc500.train.0
"(ROOT
  (SQ (VBD Did)
    (NP (NNP Alyssa))
    (VP (VB go)
      (NP (VBG swimming)))
    (. ?)))"	"Did	VBD	3	aux
Alyssa	NNP	3	nsubj
go	VB	0	ROOT
swimming	VBG	3	xcomp
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"	Did Alyssa go swimming?	mc500.train.0_Q15	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB do)
        (SBAR (IN while)
          (FRAG
            (PP (IN at)
              (NP (DT the) (NN beach)))))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Alyssa	NNP	4	nsubj
do	VB	0	ROOT
while	IN	8	mark
at	IN	8	case
the	DT	8	det
beach	NN	4	advcl
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	What did Alyssa do while at the beach?	mc500.train.0_Q16	mc500.train.0
"(ROOT
  (SQ (VBD Did)
    (NP (NNP Alyssa))
    (VP (VB take)
      (NP (DT a) (JJ long) (NN trip)))
    (. ?)))"	"Did	VBD	3	aux
Alyssa	NNP	3	nsubj
take	VB	0	ROOT
a	DT	6	det
long	JJ	6	amod
trip	NN	3	dobj
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Alyssa', 'characterOffsetBegin': 4, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"	Did Alyssa take a long trip?	mc500.train.0_Q17	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WDT What) (NN city))
    (SQ (VBZ is)
      (NP (NNP Alyssa))
      (PP (IN in)))
    (. ?)))"	"What	WDT	2	det
city	NN	3	nsubj
is	VBZ	0	ROOT
Alyssa	NNP	3	nsubj
in	IN	3	dep
?	.	3	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Alyssa', 'characterOffsetBegin': 13, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"	What city is Alyssa in?	mc500.train.0_Q18	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB eat)
        (PP (IN at)
          (NP (DT the) (NN restaurant)))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Alyssa	NNP	4	nsubj
eat	VB	0	ROOT
at	IN	7	case
the	DT	7	det
restaurant	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	What did Alyssa eat at the restaurant?	mc500.train.0_Q19	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP who))
    (SQ
      (VP (VBD had)
        (NP (NN soup))))
    (. ?)))"	"who	WP	2	nsubj
had	VBD	0	ROOT
soup	NN	2	dobj
?	.	2	punct
"	[]	who had soup?	mc500.train.0_Q2	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB call)))
    (. ?)))"	"Who	WP	4	dobj
did	VBD	4	aux
Alyssa	NNP	4	nsubj
call	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	Who did Alyssa call?	mc500.train.0_Q20	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (DT the) (NNS ladies))
      (VP (VBP go)
        (ADVP (RB back))
        (PP (TO to)
          (NP
            (NP (NNP Ellen) (POS 's))
            (NN house)))))
    (. ?)))"	"Why	WRB	5	advmod
did	VBD	5	aux
the	DT	4	det
ladies	NNS	5	nsubj
go	VBP	0	ROOT
back	RB	5	advmod
to	TO	10	case
Ellen	NNP	10	nmod:poss
's	POS	8	case
house	NN	6	nmod
?	.	5	punct
"	"[{'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'Ellen', 'characterOffsetBegin': 30, 'characterOffsetEnd': 35, 'ner': 'PERSON'}]"	Why did the ladies go back to Ellen's house?	mc500.train.0_Q21	mc500.train.0
"(ROOT
  (SBARQ
    (PP (IN In)
      (NP (NNP Miami)))
    (, ,)
    (WHADVP (WRB where))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB go)
        (ADVP (RB first))))
    (. ?)))"	"In	IN	2	case
Miami	NNP	0	ROOT
,	,	2	punct
where	WRB	7	advmod
did	VBD	7	aux
Alyssa	NNP	7	nsubj
go	VB	2	acl:relcl
first	RB	7	advmod
?	.	2	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Miami', 'characterOffsetBegin': 3, 'characterOffsetEnd': 8, 'ner': 'CITY'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Alyssa', 'characterOffsetBegin': 20, 'characterOffsetEnd': 26, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'first', 'characterOffsetBegin': 30, 'characterOffsetEnd': 35, 'ner': 'ORDINAL', 'normalizedNER': '1.0'}]"	"In Miami, where did Alyssa go first?"	mc500.train.0_Q22	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB go)
        (PP (IN after)
          (NP (DT the) (NN beach)))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Alyssa	NNP	4	nsubj
go	VB	0	ROOT
after	IN	7	case
the	DT	7	det
beach	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	Where did Alyssa go after the beach?	mc500.train.0_Q23	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB where))
    (SQ (VBD did)
      (NP (NNP Alyssa))
      (VP (VB travel)
        (PP (IN from))))
    (. ?)))"	"where	WRB	4	advmod
did	VBD	4	aux
Alyssa	NNP	4	nsubj
travel	VB	0	ROOT
from	IN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 10, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	where did Alyssa travel from?	mc500.train.0_Q3	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBZ makes)
        (S
          (NP (NNP Alyssa))
          (ADJP (JJ happy)))))
    (. ?)))"	"What	WP	2	nsubj
makes	VBZ	0	ROOT
Alyssa	NNP	4	nsubj
happy	JJ	2	xcomp
?	.	2	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Alyssa', 'characterOffsetBegin': 11, 'characterOffsetEnd': 17, 'ner': 'PERSON'}]"	What makes Alyssa happy?	mc500.train.0_Q4	mc500.train.0
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (NN everyone))
      (VP (VB stay)
        (NP-TMP (DT the) (NN night))))
    (. ?)))"	"Why	WRB	4	advmod
did	VBD	4	aux
everyone	NN	4	nsubj
stay	VB	0	ROOT
the	DT	6	det
night	NN	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'night', 'characterOffsetBegin': 26, 'characterOffsetEnd': 31, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TNI'}}]"	Why did everyone stay the night?	mc500.train.0_Q5	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD traded)
        (NP (NNS stories))))
    (. ?)))"	"Who	WP	2	nsubj
traded	VBD	0	ROOT
stories	NNS	2	dobj
?	.	2	punct
"	[]	Who traded stories?	mc500.train.0_Q6	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD went)
        (PP (TO to)
          (NP (DT the) (NN beach)))))
    (. ?)))"	"Who	WP	2	nsubj
went	VBD	0	ROOT
to	TO	5	case
the	DT	5	det
beach	NN	2	nmod
?	.	2	punct
"	[]	Who went to the beach?	mc500.train.0_Q7	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP (DT the) (NN restaurant) (POS 's))
        (NP (JJ special))))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
the	DT	4	det
restaurant	NN	1	nsubj
's	POS	4	case
special	JJ	4	amod
?	.	1	punct
"	[]	What was the restaurant's special?	mc500.train.0_Q8	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Kristin))
      (VP (VB have)
        (S
          (VP (TO to)
            (VP (VB eat))))))
    (. ?)))"	"What	WP	4	dep
did	VBD	4	aux
Kristin	NNP	4	nsubj
have	VB	0	ROOT
to	TO	6	mark
eat	VB	4	xcomp
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kristin', 'characterOffsetBegin': 9, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	What did Kristin have to eat?	mc500.train.0_Q9	mc500.train.0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (S
          (NP (NNP Will))
          (VP (NN laugh)
            (PP (IN at))))))
    (. ?)))"	"What	WP	0	ROOT
did	VBD	1	nsubj
Will	NNP	4	compound
laugh	NN	2	nsubj
at	IN	4	acl
?	.	1	punct
"	[]	What did Will laugh at?	mc500.train.111_Q0	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Will))
      (VP (VB hear)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Will	NNP	4	nsubj
hear	VB	0	ROOT
?	.	4	punct
"	[]	What did Will hear?	mc500.train.111_Q1	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD got)
        (NP (DT a) (NN biscuit))))
    (. ?)))"	"Who	WP	2	nsubj
got	VBD	0	ROOT
a	DT	4	det
biscuit	NN	2	dobj
?	.	2	punct
"	[]	Who got a biscuit?	mc500.train.111_Q10	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (SBAR
          (S
            (VP (MD Will)
              (VP (VB have)
                (PP (IN with)
                  (NP (PRP$ his) (NN biscuit)))))))))
    (. ?)))"	"What	WP	4	nsubj
did	VBD	4	aux
Will	MD	4	aux
have	VB	0	ROOT
with	IN	7	case
his	PRP$	7	nmod:poss
biscuit	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'his', 'characterOffsetBegin': 24, 'characterOffsetEnd': 27, 'ner': 'PERSON'}]"	What did Will have with his biscuit?	mc500.train.111_Q11	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (SBAR
          (S
            (VP (MD Will) (RB not)
              (VP (VB want)
                (PP (IN with)
                  (NP (PRP$ his) (NN biscuit)))))))))
    (. ?)))"	"What	WP	5	nsubj
did	VBD	5	aux
Will	MD	5	aux
not	RB	5	neg
want	VB	0	ROOT
with	IN	8	case
his	PRP$	8	nmod:poss
biscuit	NN	5	nmod
?	.	5	punct
"	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'his', 'characterOffsetBegin': 28, 'characterOffsetEnd': 31, 'ner': 'PERSON'}]"	What did Will not want with his biscuit?	mc500.train.111_Q12	mc500.train.111
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD was)
      (NP (NNP Will))
      (ADJP (JJ happy)))
    (. ?)))"	"Why	WRB	4	advmod
was	VBD	4	cop
Will	NNP	4	nsubj
happy	JJ	0	ROOT
?	.	4	punct
"	[]	Why was Will happy?	mc500.train.111_Q13	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD happened)
        (SBAR
          (WHADVP (WRB when))
          (S
            (VP (MD Will)
              (VP (VBD was)
                (PP (IN in)
                  (NP (DT the) (NN living) (NN room)))))))))
    (. ?)))"	"What	WP	2	nsubj
happened	VBD	0	ROOT
when	WRB	9	advmod
Will	MD	9	nsubj
was	VBD	9	cop
in	IN	9	case
the	DT	9	det
living	NN	9	amod
room	NN	2	advcl
?	.	2	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Will', 'characterOffsetBegin': 19, 'characterOffsetEnd': 23, 'ner': 'PERSON'}]"	What happened when Will was in the living room?	mc500.train.111_Q14	mc500.train.111
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (NNP Will))
      (VP (VB get)
        (PP (TO to)
          (NP (DT the) (NN store)))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
Will	NNP	4	nsubj
get	VB	0	ROOT
to	TO	7	case
the	DT	7	det
store	NN	4	nmod
?	.	4	punct
"	[]	How did Will get to the store?	mc500.train.111_Q2	mc500.train.111
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Will))
      (VP (VB walk)
        (PP (TO to))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Will	NNP	4	nsubj
walk	VB	0	ROOT
to	TO	4	nmod
?	.	4	punct
"	[]	Where did Will walk to?	mc500.train.111_Q3	mc500.train.111
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Will))
      (VP (VB eat)
        (NP (NN dinner))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Will	NNP	4	nsubj
eat	VB	0	ROOT
dinner	NN	4	dobj
?	.	4	punct
"	[]	Where did Will eat dinner?	mc500.train.111_Q4	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (VP (VBN put)
        (PP (IN in)
          (NP (DT the) (NN trashcan)))))
    (. ?)))"	"What	WP	3	nsubjpass
was	VBD	3	auxpass
put	VBN	0	ROOT
in	IN	6	case
the	DT	6	det
trashcan	NN	3	nmod
?	.	3	punct
"	[]	What was put in the trashcan?	mc500.train.111_Q5	mc500.train.111
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Will))
      (VP (VBD put)
        (NP (DT the) (NN napkin))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Will	NNP	4	nsubj
put	VBD	0	ROOT
the	DT	6	det
napkin	NN	4	dobj
?	.	4	punct
"	[]	Where did Will put the napkin?	mc500.train.111_Q6	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP (DT the) (NN song))
      (ADJP (IN about)))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
the	DT	4	det
song	NN	1	nsubj
about	IN	4	nmod
?	.	1	punct
"	[]	What was the song about?	mc500.train.111_Q7	mc500.train.111
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP (NNP Will))
      (VP (VBG playing)))
    (. ?)))"	"What	WP	4	dobj
was	VBD	1	cop
Will	NNP	4	nsubj
playing	VBG	0	ROOT
?	.	4	punct
"	[]	What was Will playing?	mc500.train.111_Q8	mc500.train.111
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN star)))
    (. ?)))"	"Where	WRB	2	advmod
was	VBD	0	ROOT
the	DT	4	det
star	NN	2	nsubj
?	.	2	punct
"	[]	Where was the star?	mc500.train.111_Q9	mc500.train.111
"(ROOT
  (SBARQ
    (WHADVP (WRB When))
    (SQ (VBD did)
      (NP (NNP Kelly))
      (VP (VB wake)
        (PRT (RP up))))
    (. ?)))"	"When	WRB	4	advmod
did	VBD	4	aux
Kelly	NNP	4	nsubj
wake	VB	0	ROOT
up	RP	4	compound:prt
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Kelly', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	When did Kelly wake up?	mc500.train.18_Q0	mc500.train.18
