const_parse	dep_parse	ner	sentence	sentenceid	storyid	storytitle
"(ROOT
  (S
    (NP (NNP Maxine))
    (VP (VBD was)
      (NP
        (NP (DT a) (JJ happy) (NN frog))
        (SBAR
          (WHNP (WDT that))
          (S
            (VP (VBD lived)
              (PP (IN in)
                (NP (DT a) (JJ beautiful) (NN pond)))
              (PP (IN by)
                (NP (DT the) (NN river))))))))
    (. .)))"	"Maxine	NNP	5	nsubj
was	VBD	5	cop
a	DT	5	det
happy	JJ	5	amod
frog	NN	0	ROOT
that	WDT	7	nsubj
lived	VBD	5	acl:relcl
in	IN	11	case
a	DT	11	det
beautiful	JJ	11	amod
pond	NN	7	nmod
by	IN	14	case
the	DT	14	det
river	NN	7	nmod
.	.	5	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Maxine', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}, {'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'river', 'characterOffsetBegin': 62, 'characterOffsetEnd': 67, 'ner': 'TITLE'}]"	Maxine was a happy frog that lived in a beautiful pond by the river.	mc500.train.25_0	mc500.train.25	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD loved)
      (S
        (VP (TO to)
          (VP
            (VP (VB play)
              (PP (IN in)
                (NP (DT the) (NN water))))
            (CC and)
            (VP (VB take)
              (NP
                (NP (DT a) (NN bath))
                (NP (DT every) (NN day))))))))
    (. .)))"	"She	PRP	2	nsubj
loved	VBD	0	ROOT
to	TO	4	mark
play	VB	2	xcomp
in	IN	7	case
the	DT	7	det
water	NN	4	nmod
and	CC	4	cc
take	VB	4	conj
a	DT	11	det
bath	NN	9	dobj
every	DT	13	det
day	NN	9	nmod:tmod
.	.	2	punct
"	"[{'docTokenBegin': 26, 'docTokenEnd': 28, 'tokenBegin': 11, 'tokenEnd': 13, 'text': 'every day', 'characterOffsetBegin': 116, 'characterOffsetEnd': 125, 'ner': 'SET', 'timex': {'tid': 't1', 'type': 'SET', 'value': 'P1D'}}, {'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 69, 'characterOffsetEnd': 72, 'ner': 'PERSON'}]"	She loved to play in the water and take a bath every day.	mc500.train.25_1	mc500.train.25	
"(ROOT
  (S (CC But)
    (NP (PRP$ her) (NNS friends))
    (, ,)
    (NP (NNP Martin) (, ,) (NNP Edgar) (, ,)
      (CC and)
      (NNP Cindy))
    (VP (VBD did) (RB n't)
      (VP (VB like)
        (S
          (VP (TO to)
            (VP (VB take)
              (NP (NNS baths)))))))
    (. .)))"	"But	CC	13	cc
her	PRP$	3	nmod:poss
friends	NNS	13	nsubj
,	,	3	punct
Martin	NNP	3	appos
,	,	5	punct
Edgar	NNP	5	conj
,	,	5	punct
and	CC	5	cc
Cindy	NNP	5	conj
did	VBD	13	aux
n't	RB	13	neg
like	VB	0	ROOT
to	TO	15	mark
take	VB	13	xcomp
baths	NNS	15	dobj
.	.	13	punct
"	"[{'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Martin', 'characterOffsetBegin': 144, 'characterOffsetEnd': 150, 'ner': 'PERSON'}, {'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Edgar', 'characterOffsetBegin': 152, 'characterOffsetEnd': 157, 'ner': 'PERSON'}, {'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'Cindy', 'characterOffsetBegin': 163, 'characterOffsetEnd': 168, 'ner': 'PERSON'}, {'docTokenBegin': 30, 'docTokenEnd': 31, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'her', 'characterOffsetBegin': 131, 'characterOffsetEnd': 134, 'ner': 'PERSON'}]"	"But her friends, Martin, Edgar, and Cindy didn't like to take baths."	mc500.train.25_2	mc500.train.25	
"(ROOT
  (S
    (SBAR
      (ADVP (RB So)
        (NP (CD one) (NN day)))
      (WHADVP (WRB when))
      (S
        (NP (PRP she))
        (VP (VBD was)
          (VP (VBG swimming)
            (ADVP (RB alone))))))
    (, ,)
    (NP (PRP she))
    (VP (VBD met)
      (NP
        (NP (DT a) (JJ new) (NN friend))
        (VP (VBN named)
          (NP (NNP Thomas)))))
    (. .)))"	"So	RB	11	advmod
one	CD	3	nummod
day	NN	11	nmod:tmod
when	WRB	7	advmod
she	PRP	7	nsubj
was	VBD	7	aux
swimming	VBG	3	acl:relcl
alone	RB	7	advmod
,	,	11	punct
she	PRP	11	nsubj
met	VBD	0	ROOT
a	DT	14	det
new	JJ	14	amod
friend	NN	11	dobj
named	VBN	14	acl
Thomas	NNP	15	xcomp
.	.	11	punct
"	"[{'docTokenBegin': 47, 'docTokenEnd': 49, 'tokenBegin': 1, 'tokenEnd': 3, 'text': 'one day', 'characterOffsetBegin': 199, 'characterOffsetEnd': 206, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 61, 'docTokenEnd': 62, 'tokenBegin': 15, 'tokenEnd': 16, 'text': 'Thomas', 'characterOffsetBegin': 263, 'characterOffsetEnd': 269, 'ner': 'PERSON'}, {'docTokenBegin': 50, 'docTokenEnd': 51, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'she', 'characterOffsetBegin': 212, 'characterOffsetEnd': 215, 'ner': 'PERSON'}, {'docTokenBegin': 55, 'docTokenEnd': 56, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'she', 'characterOffsetBegin': 236, 'characterOffsetEnd': 239, 'ner': 'PERSON'}]"	"So one day when she was swimming alone, she met a new friend named Thomas."	mc500.train.25_3	mc500.train.25	
"(ROOT
  (S
    (S
      (NP (NNP Thomas))
      (VP (VBD loved)
        (S
          (VP (TO to)
            (VP (VB take)
              (NP
                (NP (NNS lots))
                (PP (IN of)
                  (NP (NNS baths)))))))))
    (, ,) (RB so)
    (S
      (NP (PRP he))
      (VP (VBD became)
        (NP (NNS friends))
        (PP (IN with)
          (NP (NN Maxine)))))
    (. .)))"	"Thomas	NNP	2	nsubj
loved	VBD	0	ROOT
to	TO	4	mark
take	VB	2	xcomp
lots	NNS	4	dobj
of	IN	7	case
baths	NNS	5	nmod
,	,	2	punct
so	RB	2	dep
he	PRP	11	nsubj
became	VBD	2	parataxis
friends	NNS	11	xcomp
with	IN	14	case
Maxine	NN	12	nmod
.	.	2	punct
"	"[{'docTokenBegin': 63, 'docTokenEnd': 64, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Thomas', 'characterOffsetBegin': 271, 'characterOffsetEnd': 277, 'ner': 'PERSON'}, {'docTokenBegin': 76, 'docTokenEnd': 77, 'tokenBegin': 13, 'tokenEnd': 14, 'text': 'Maxine', 'characterOffsetBegin': 333, 'characterOffsetEnd': 339, 'ner': 'PERSON'}, {'docTokenBegin': 72, 'docTokenEnd': 73, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'he', 'characterOffsetBegin': 310, 'characterOffsetEnd': 312, 'ner': 'PERSON'}]"	"Thomas loved to take lots of baths, so he became friends with Maxine."	mc500.train.25_4	mc500.train.25	
"(ROOT
  (S (CC But)
    (NP (NNP Martin) (, ,) (NNP Edgar) (, ,)
      (CC and)
      (NNP Cindy))
    (VP (VBD did) (RB n't)
      (VP (VB like)
        (NP (NNP Thomas))))
    (. .)))"	"But	CC	10	cc
Martin	NNP	10	nsubj
,	,	2	punct
Edgar	NNP	2	conj
,	,	2	punct
and	CC	2	cc
Cindy	NNP	2	conj
did	VBD	10	aux
n't	RB	10	neg
like	VB	0	ROOT
Thomas	NNP	10	dobj
.	.	10	punct
"	"[{'docTokenBegin': 79, 'docTokenEnd': 80, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Martin', 'characterOffsetBegin': 345, 'characterOffsetEnd': 351, 'ner': 'PERSON'}, {'docTokenBegin': 81, 'docTokenEnd': 82, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Edgar', 'characterOffsetBegin': 353, 'characterOffsetEnd': 358, 'ner': 'PERSON'}, {'docTokenBegin': 84, 'docTokenEnd': 85, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Cindy', 'characterOffsetBegin': 364, 'characterOffsetEnd': 369, 'ner': 'PERSON'}, {'docTokenBegin': 88, 'docTokenEnd': 89, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Thomas', 'characterOffsetBegin': 382, 'characterOffsetEnd': 388, 'ner': 'PERSON'}]"	"But Martin, Edgar, and Cindy didn't like Thomas."	mc500.train.25_5	mc500.train.25	
"(ROOT
  (S
    (SBAR
      (ADVP (RB So)
        (NP (CD one) (NN day)))
      (WHADVP (WRB when))
      (S
        (NP (NNP Maxine)
          (CC and)
          (NNP Thomas))
        (VP (VBD were)
          (VP (VBG swimming)))))
    (, ,)
    (NP (NNP Cindy))
    (VP (VBD did)
      (NP (NN something) (NN mean)))
    (. .)))"	"So	RB	12	advmod
one	CD	3	nummod
day	NN	12	nmod:tmod
when	WRB	9	advmod
Maxine	NNP	9	nsubj
and	CC	5	cc
Thomas	NNP	5	conj
were	VBD	9	aux
swimming	VBG	3	acl:relcl
,	,	12	punct
Cindy	NNP	12	nsubj
did	VBD	0	ROOT
something	NN	14	nsubj
mean	NN	12	ccomp
.	.	12	punct
"	"[{'docTokenBegin': 91, 'docTokenEnd': 93, 'tokenBegin': 1, 'tokenEnd': 3, 'text': 'one day', 'characterOffsetBegin': 393, 'characterOffsetEnd': 400, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't2', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 94, 'docTokenEnd': 95, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Maxine', 'characterOffsetBegin': 406, 'characterOffsetEnd': 412, 'ner': 'PERSON'}, {'docTokenBegin': 96, 'docTokenEnd': 97, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Thomas', 'characterOffsetBegin': 417, 'characterOffsetEnd': 423, 'ner': 'PERSON'}, {'docTokenBegin': 100, 'docTokenEnd': 101, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Cindy', 'characterOffsetBegin': 439, 'characterOffsetEnd': 444, 'ner': 'PERSON'}]"	"So one day when Maxine and Thomas were swimming, Cindy did something mean."	mc500.train.25_6	mc500.train.25	
"(ROOT
  (S
    (NP (PRP She))
    (VP (VBD threw)
      (NP (NNS rocks))
      (PP (IN at)
        (NP (NNP Maxine)
          (CC and)
          (NNP Thomas))))
    (. .)))"	"She	PRP	2	nsubj
threw	VBD	0	ROOT
rocks	NNS	2	dobj
at	IN	5	case
Maxine	NNP	2	nmod
and	CC	5	cc
Thomas	NNP	5	conj
.	.	2	punct
"	"[{'docTokenBegin': 109, 'docTokenEnd': 110, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Maxine', 'characterOffsetBegin': 484, 'characterOffsetEnd': 490, 'ner': 'PERSON'}, {'docTokenBegin': 111, 'docTokenEnd': 112, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Thomas', 'characterOffsetBegin': 495, 'characterOffsetEnd': 501, 'ner': 'PERSON'}, {'docTokenBegin': 105, 'docTokenEnd': 106, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 465, 'characterOffsetEnd': 468, 'ner': 'PERSON'}]"	She threw rocks at Maxine and Thomas.	mc500.train.25_7	mc500.train.25	
"(ROOT
  (S
    (S
      (NP
        (NP (NNP Maxine) (POS 's))
        (NN dad))
      (VP (VBD saw)
        (SBAR
          (WHNP (WP what))
          (S
            (VP (VBD happened))))))
    (CC and)
    (S
      (NP (PRP he))
      (VP (VBD was)
        (ADJP (RB very) (JJ mad))))
    (. .)))"	"Maxine	NNP	3	nmod:poss
's	POS	1	case
dad	NN	4	nsubj
saw	VBD	0	ROOT
what	WP	6	nsubj
happened	VBD	4	ccomp
and	CC	6	cc
he	PRP	11	nsubj
was	VBD	11	cop
very	RB	11	advmod
mad	JJ	6	conj
.	.	4	punct
"	"[{'docTokenBegin': 113, 'docTokenEnd': 114, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Maxine', 'characterOffsetBegin': 503, 'characterOffsetEnd': 509, 'ner': 'PERSON'}, {'docTokenBegin': 120, 'docTokenEnd': 121, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'he', 'characterOffsetBegin': 538, 'characterOffsetEnd': 540, 'ner': 'PERSON'}]"	Maxine's dad saw what happened and he was very mad.	mc500.train.25_8	mc500.train.25	
"(ROOT
  (S
    (NP (PRP He))
    (VP
      (VP (VBD went)
        (ADVP (RB over)))
      (CC and)
      (VP (VBD yelled)
        (PP (IN at)
          (NP (NNP Cindy)))
        (PP (IN for)
          (SBAR
            (WHNP (WP what))
            (S
              (NP (PRP she))
              (VP (VBD did)))))))
    (. .)))"	"He	PRP	2	nsubj
went	VBD	0	ROOT
over	RB	2	advmod
and	CC	2	cc
yelled	VBD	2	conj
at	IN	7	case
Cindy	NNP	5	nmod
for	IN	11	mark
what	WP	11	dobj
she	PRP	11	nsubj
did	VBD	5	advcl
.	.	2	punct
"	"[{'docTokenBegin': 131, 'docTokenEnd': 132, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Cindy', 'characterOffsetBegin': 582, 'characterOffsetEnd': 587, 'ner': 'PERSON'}, {'docTokenBegin': 125, 'docTokenEnd': 126, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 555, 'characterOffsetEnd': 557, 'ner': 'PERSON'}, {'docTokenBegin': 134, 'docTokenEnd': 135, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'she', 'characterOffsetBegin': 597, 'characterOffsetEnd': 600, 'ner': 'PERSON'}]"	He went over and yelled at Cindy for what she did.	mc500.train.25_9	mc500.train.25	
"(ROOT
  (S
    (S
      (PP (IN After)
        (NP (DT that)))
      (NP (NNP Cindy))
      (VP (VBD did) (RB n't)
        (VP (VB throw)
          (NP (DT any) (NNS rocks)))))
    (, ,)
    (CC and)
    (S
      (NP (NNP Maxine)
        (CC and)
        (NNP Thomas))
      (VP (MD could)
        (VP
          (VP (VB swim)
            (ADVP (RB together)))
          (CC and)
          (VP (VB take)
            (NP
              (NP (NNS lots))
              (PP (IN of)
                (NP (NNS baths))))))))
    (. .)))"	"After	IN	6	mark
that	DT	3	det
Cindy	NNP	6	nsubj
did	VBD	6	aux
n't	RB	6	neg
throw	VB	0	ROOT
any	DT	8	det
rocks	NNS	6	dobj
,	,	6	punct
and	CC	6	cc
Maxine	NNP	15	nsubj
and	CC	11	cc
Thomas	NNP	11	conj
could	MD	15	aux
swim	VB	6	conj
together	RB	15	advmod
and	CC	15	cc
take	VB	15	conj
lots	NNS	18	dobj
of	IN	21	case
baths	NNS	19	nmod
.	.	6	punct
"	"[{'docTokenBegin': 139, 'docTokenEnd': 140, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Cindy', 'characterOffsetBegin': 617, 'characterOffsetEnd': 622, 'ner': 'PERSON'}, {'docTokenBegin': 147, 'docTokenEnd': 148, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Maxine', 'characterOffsetBegin': 651, 'characterOffsetEnd': 657, 'ner': 'PERSON'}, {'docTokenBegin': 149, 'docTokenEnd': 150, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'Thomas', 'characterOffsetBegin': 662, 'characterOffsetEnd': 668, 'ner': 'PERSON'}]"	"After that Cindy didn't throw any rocks, and Maxine and Thomas could swim together and take lots of baths."	mc500.train.25_10	mc500.train.25	
"(ROOT
  (S
    (NP (PRP They))
    (VP (VBD were)
      (ADJP (RB very) (JJ happy))
      (SBAR (IN since)
        (S
          (NP (PRP they))
          (VP (MD could)
            (VP (VB play)
              (PP (IN in)
                (NP (DT the) (NN water)))
              (ADVP
                (ADVP (RB as) (RB much))
                (SBAR (IN as)
                  (S
                    (NP (PRP they))
                    (VP (VBD wanted)
                      (PP (IN without)
                        (NP (JJ other) (NNS frogs)))
                      (S
                        (VP (VBG being)
                          (ADJP (JJ mean)
                            (PP (TO to)
                              (NP (PRP them)))))))))))))))
    (. .)))"	"They	PRP	4	nsubj
were	VBD	4	cop
very	RB	4	advmod
happy	JJ	0	ROOT
since	IN	8	mark
they	PRP	8	nsubj
could	MD	8	aux
play	VB	4	advcl
in	IN	11	case
the	DT	11	det
water	NN	8	nmod
as	RB	13	advmod
much	RB	8	advmod
as	IN	16	mark
they	PRP	16	nsubj
wanted	VBD	13	advcl
without	IN	21	mark
other	JJ	19	amod
frogs	NNS	21	nsubj
being	VBG	21	cop
mean	JJ	16	advcl
to	TO	23	case
them	PRP	21	nmod
.	.	4	punct
"	[]	They were very happy since they could play in the water as much as they wanted without other frogs being mean to them.	mc500.train.25_11	mc500.train.25	
"(ROOT
  (S
    (S
      (VP (MD Will)))
    (VP (VBD was)
      (VP (VBG playing)
        (NP (PRP$ his) (JJ favorite) (NN song))))
    (. .)))"	"Will	MD	3	aux
was	VBD	3	aux
playing	VBG	0	ROOT
his	PRP$	6	nmod:poss
favorite	JJ	6	amod
song	NN	3	dobj
.	.	3	punct
"	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Will', 'characterOffsetBegin': 0, 'characterOffsetEnd': 4, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'his', 'characterOffsetBegin': 17, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"	Will was playing his favorite song.	mc500.train.111_0	mc500.train.111	
"(ROOT
  (S
    (NP (DT The) (NN song))
    (VP (VBD was)
      (PP (IN about)
        (NP (DT a) (NN flower))))
    (. .)))"	"The	DT	2	det
song	NN	6	nsubj
was	VBD	6	cop
about	IN	6	case
a	DT	6	det
flower	NN	0	ROOT
.	.	6	punct
"	[]	The song was about a flower.	mc500.train.111_1	mc500.train.111	
"(ROOT
  (S
    (S
      (VP (MD Will)))
    (VP
      (VP (VBD stopped)
        (NP (NN singing)))
      (CC and)
      (VP (VBD went)
        (ADVP (RB outside))))
    (. .)))"	"Will	MD	2	aux
stopped	VBD	0	ROOT
singing	NN	2	dobj
and	CC	2	cc
went	VBD	2	conj
outside	RB	5	advmod
.	.	2	punct
"	[]	Will stopped singing and went outside.	mc500.train.111_2	mc500.train.111	
"(ROOT
  (S
    (NP (DT A) (JJ single) (NN star))
    (VP (VBD was)
      (ADVP (RB out))
      (PP (IN in)
        (NP (DT the) (NN night) (NN sky))))
    (. .)))"	"A	DT	3	det
single	JJ	3	amod
star	NN	9	nsubj
was	VBD	9	cop
out	RB	9	advmod
in	IN	9	case
the	DT	9	det
night	NN	9	compound
sky	NN	0	ROOT
.	.	9	punct
"	"[{'docTokenBegin': 28, 'docTokenEnd': 29, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'night', 'characterOffsetBegin': 133, 'characterOffsetEnd': 138, 'ner': 'TIME', 'normalizedNER': 'TNI', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'TNI'}}]"	A single star was out in the night sky.	mc500.train.111_3	mc500.train.111	
"(ROOT
  (S
    (S
      (VP (MD Will)))
    (VP
      (VP (VBD got)
        (S
          (ADJP (JJ hungry))))
      (CC and)
      (VP (VBD went)
        (ADVP (RB inside))
        (S
          (VP (TO to)
            (VP (VB get)
              (NP (DT a) (NN biscuit)))))))
    (. .)))"	"Will	MD	2	aux
got	VBD	0	ROOT
hungry	JJ	2	xcomp
and	CC	2	cc
went	VBD	2	conj
inside	RB	5	advmod
to	TO	8	mark
get	VB	5	xcomp
a	DT	10	det
biscuit	NN	8	dobj
.	.	2	punct
"	[]	Will got hungry and went inside to get a biscuit.	mc500.train.111_4	mc500.train.111	
"(ROOT
  (S
    (NP (PRP He))
    (ADVP (RB also))
    (VP (VBD had)
      (NP
        (NP (NN jam))
        (PP (IN with)
          (NP (PRP it)))))
    (. .)))"	"He	PRP	3	nsubj
also	RB	3	advmod
had	VBD	0	ROOT
jam	NN	3	dobj
with	IN	6	case
it	PRP	3	nmod
.	.	3	punct
"	"[{'docTokenBegin': 42, 'docTokenEnd': 43, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 194, 'characterOffsetEnd': 196, 'ner': 'PERSON'}]"	He also had jam with it.	mc500.train.111_5	mc500.train.111	
"(ROOT
  (S
    (NP (PRP He))
    (VP (VBD did) (RB n't)
      (VP (VB want)
        (NP (NN chicken) (, ,) (NN gravy) (, ,)
          (CC or)
          (NN butter))
        (PP (IN on)
          (NP (PRP$ his) (NN biscuit)))))
    (. .)))"	"He	PRP	4	nsubj
did	VBD	4	aux
n't	RB	4	neg
want	VB	0	ROOT
chicken	NN	4	dobj
,	,	5	punct
gravy	NN	5	conj
,	,	5	punct
or	CC	5	cc
butter	NN	5	conj
on	IN	13	case
his	PRP$	13	nmod:poss
biscuit	NN	4	nmod
.	.	4	punct
"	"[{'docTokenBegin': 49, 'docTokenEnd': 50, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 219, 'characterOffsetEnd': 221, 'ner': 'PERSON'}, {'docTokenBegin': 60, 'docTokenEnd': 61, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'his', 'characterOffsetBegin': 263, 'characterOffsetEnd': 266, 'ner': 'PERSON'}]"	"He didn't want chicken, gravy, or butter on his biscuit."	mc500.train.111_6	mc500.train.111	
"(ROOT
  (S
    (VP (MD Will)
      (VP (VBD sat)
        (CC and)
        (VBD finished)
        (NP (PRP$ his) (NN dinner))
        (PP (IN in)
          (NP (DT the) (NN kitchen)))))
    (. .)))"	"Will	MD	2	aux
sat	VBD	0	ROOT
and	CC	2	cc
finished	VBD	2	conj
his	PRP$	6	nmod:poss
dinner	NN	2	dobj
in	IN	9	case
the	DT	9	det
kitchen	NN	6	nmod
.	.	2	punct
"	"[{'docTokenBegin': 67, 'docTokenEnd': 68, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 298, 'characterOffsetEnd': 301, 'ner': 'PERSON'}]"	Will sat and finished his dinner in the kitchen.	mc500.train.111_7	mc500.train.111	
"(ROOT
  (S
    (VP (MD Will)
      (VP (VBD walked)
        (PP (IN over)
          (PP (TO to)
            (NP (DT the) (NN living) (NN room))))))
    (. .)))"	"Will	MD	2	aux
walked	VBD	0	ROOT
over	IN	2	compound:prt
to	TO	7	case
the	DT	7	det
living	NN	7	compound
room	NN	2	nmod
.	.	2	punct
"	[]	Will walked over to the living room.	mc500.train.111_8	mc500.train.111	
"(ROOT
  (S
    (PP (IN On)
      (NP (PRP$ his) (NN way)))
    (NP-TMP (RB there))
    (, ,)
    (NP (PRP he))
    (VP (VBD put)
      (NP (DT a) (NN napkin))
      (PP (IN in)
        (NP (DT the) (NN trashcan))))
    (. .)))"	"On	IN	3	case
his	PRP$	3	nmod:poss
way	NN	7	nmod
there	RB	3	advmod
,	,	7	punct
he	PRP	7	nsubj
put	VBD	0	ROOT
a	DT	9	det
napkin	NN	7	dobj
in	IN	12	case
the	DT	12	det
trashcan	NN	7	nmod
.	.	7	punct
"	"[{'docTokenBegin': 82, 'docTokenEnd': 83, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'his', 'characterOffsetBegin': 365, 'characterOffsetEnd': 368, 'ner': 'PERSON'}, {'docTokenBegin': 86, 'docTokenEnd': 87, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'he', 'characterOffsetBegin': 380, 'characterOffsetEnd': 382, 'ner': 'PERSON'}]"	"On his way there, he put a napkin in the trashcan."	mc500.train.111_9	mc500.train.111	
"(ROOT
  (S
    (SBAR
      (WHADVP (WRB When))
      (S
        (NP (PRP he))
        (VP (VBD was)
          (PP (IN in)
            (NP (DT the) (NN living) (NN room))))))
    (, ,)
    (NP (PRP it))
    (VP (VBD started)
      (PP (TO to)
        (NP (NN rain))))
    (. .)))"	"When	WRB	7	advmod
he	PRP	7	nsubj
was	VBD	7	cop
in	IN	7	case
the	DT	7	det
living	NN	7	compound
room	NN	10	advcl
,	,	10	punct
it	PRP	10	nsubj
started	VBD	0	ROOT
to	TO	12	case
rain	NN	10	nmod
.	.	10	punct
"	"[{'docTokenBegin': 95, 'docTokenEnd': 96, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'he', 'characterOffsetBegin': 418, 'characterOffsetEnd': 420, 'ner': 'PERSON'}]"	"When he was in the living room, it started to rain."	mc500.train.111_10	mc500.train.111	
"(ROOT
  (S
    (NP (PRP It))
    (VP
      (VP (VBD stopped)
        (S
          (VP (VBG raining))))
      (CC and)
      (VP (MD Will)
        (VP (VBD walked)
          (NP (PDT all) (DT the) (NN way))
          (PP (TO to)
            (NP (DT the) (NN store))))))
    (. .)))"	"It	PRP	2	nsubj
stopped	VBD	0	ROOT
raining	VBG	2	xcomp
and	CC	2	cc
Will	MD	6	aux
walked	VBD	2	conj
all	PDT	9	det:predet
the	DT	9	det
way	NN	6	dobj
to	TO	12	case
the	DT	12	det
store	NN	6	nmod
.	.	2	punct
"	"[{'docTokenBegin': 111, 'docTokenEnd': 112, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Will', 'characterOffsetBegin': 488, 'characterOffsetEnd': 492, 'ner': 'PERSON'}]"	It stopped raining and Will walked all the way to the store.	mc500.train.111_11	mc500.train.111	
"(ROOT
  (S
    (SBAR
      (WHADVP (WRB When))
      (FRAG
        (PP (IN at)
          (NP (DT the) (NN store)))))
    (, ,)
    (NP (NNP Will))
    (VP (VBD had)
      (NP
        (NP (DT a) (JJ good) (NN laugh))
        (PP (IN at)
          (NP (DT a)
            (ADJP (RB very) (JJ silly))
            (ADJP (VBG looking))
            (NN dog)))))
    (. .)))"	"When	WRB	4	advmod
at	IN	4	case
the	DT	4	det
store	NN	7	advcl
,	,	7	punct
Will	NNP	7	nsubj
had	VBD	0	ROOT
a	DT	10	det
good	JJ	10	amod
laugh	NN	7	dobj
at	IN	16	case
a	DT	16	det
very	RB	14	advmod
silly	JJ	16	amod
looking	VBG	16	amod
dog	NN	7	nmod
.	.	7	punct
"	"[{'docTokenBegin': 125, 'docTokenEnd': 126, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Will', 'characterOffsetBegin': 545, 'characterOffsetEnd': 549, 'ner': 'PERSON'}]"	"When at the store, Will had a good laugh at a very silly looking dog."	mc500.train.111_12	mc500.train.111	
"(ROOT
  (S
    (S
      (VP (MD Will)))
    (VP (VBD heard)
      (S
        (NP (PRP it))
        (VP (VB start)
          (PP (TO to)
            (NP (NN thunder))))))
    (. .)))"	"Will	MD	2	aux
heard	VBD	0	ROOT
it	PRP	4	nsubj
start	VB	2	ccomp
to	TO	6	case
thunder	NN	4	nmod
.	.	2	punct
"	[]	Will heard it start to thunder.	mc500.train.111_13	mc500.train.111	
