sentence	sentenceid	storyid	storytitle	ner
She arrived after a flight from the US.	865db3c4-a253-4d35-8766-25fc7e0a8cfb_1	865db3c4-a253-4d35-8766-25fc7e0a8cfb	The Amazon	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'US', 'characterOffsetBegin': 76, 'characterOffsetEnd': 78, 'ner': 'COUNTRY'}, {'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 40, 'characterOffsetEnd': 43, 'ner': 'PERSON'}]"
Once there she marveled at all the beauty.	865db3c4-a253-4d35-8766-25fc7e0a8cfb_2	865db3c4-a253-4d35-8766-25fc7e0a8cfb	The Amazon	"[{'docTokenBegin': 19, 'docTokenEnd': 20, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Once', 'characterOffsetBegin': 80, 'characterOffsetEnd': 84, 'ner': 'DATE', 'normalizedNER': 'PAST_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PAST_REF'}}, {'docTokenBegin': 21, 'docTokenEnd': 22, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 91, 'characterOffsetEnd': 94, 'ner': 'PERSON'}]"
"It was dangerous, but exciting."	865db3c4-a253-4d35-8766-25fc7e0a8cfb_3	865db3c4-a253-4d35-8766-25fc7e0a8cfb	The Amazon	[]
Jill had a wonderful time on her trip to the Amazon.	865db3c4-a253-4d35-8766-25fc7e0a8cfb_4	865db3c4-a253-4d35-8766-25fc7e0a8cfb	The Amazon	"[{'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Jill', 'characterOffsetBegin': 155, 'characterOffsetEnd': 159, 'ner': 'PERSON'}, {'docTokenBegin': 45, 'docTokenEnd': 46, 'tokenBegin': 10, 'tokenEnd': 11, 'text': 'Amazon', 'characterOffsetBegin': 200, 'characterOffsetEnd': 206, 'ner': 'LOCATION'}, {'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 184, 'characterOffsetEnd': 187, 'ner': 'PERSON'}]"
Chris is a defense attorney.	88fba119-ccac-4b82-881f-e609e188bebc_0	88fba119-ccac-4b82-881f-e609e188bebc	Chris the Lawyer	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Chris', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'attorney', 'characterOffsetBegin': 19, 'characterOffsetEnd': 27, 'ner': 'TITLE'}]"
He has a client that he must defend in court.	88fba119-ccac-4b82-881f-e609e188bebc_1	88fba119-ccac-4b82-881f-e609e188bebc	Chris the Lawyer	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 29, 'characterOffsetEnd': 31, 'ner': 'PERSON'}, {'docTokenBegin': 11, 'docTokenEnd': 12, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'he', 'characterOffsetBegin': 50, 'characterOffsetEnd': 52, 'ner': 'PERSON'}]"
The client is not guilty.	88fba119-ccac-4b82-881f-e609e188bebc_2	88fba119-ccac-4b82-881f-e609e188bebc	Chris the Lawyer	[]
Chris does his best to defend his client during his trial.	88fba119-ccac-4b82-881f-e609e188bebc_3	88fba119-ccac-4b82-881f-e609e188bebc	Chris the Lawyer	"[{'docTokenBegin': 23, 'docTokenEnd': 24, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Chris', 'characterOffsetBegin': 101, 'characterOffsetEnd': 106, 'ner': 'PERSON'}, {'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 112, 'characterOffsetEnd': 115, 'ner': 'PERSON'}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'his', 'characterOffsetBegin': 131, 'characterOffsetEnd': 134, 'ner': 'PERSON'}, {'docTokenBegin': 32, 'docTokenEnd': 33, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'his', 'characterOffsetBegin': 149, 'characterOffsetEnd': 152, 'ner': 'PERSON'}]"
Chris wins the case and the client goes free.	88fba119-ccac-4b82-881f-e609e188bebc_4	88fba119-ccac-4b82-881f-e609e188bebc	Chris the Lawyer	"[{'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Chris', 'characterOffsetBegin': 160, 'characterOffsetEnd': 165, 'ner': 'PERSON'}]"
Julie was feeling hungry.	1cc75245-93bd-44cc-b076-8d1b249e1ee5_0	1cc75245-93bd-44cc-b076-8d1b249e1ee5	Julie's Bad pizza	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Julie', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}]"
She thought she would order some Pizza.	1cc75245-93bd-44cc-b076-8d1b249e1ee5_1	1cc75245-93bd-44cc-b076-8d1b249e1ee5	Julie's Bad pizza	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 26, 'characterOffsetEnd': 29, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 38, 'characterOffsetEnd': 41, 'ner': 'PERSON'}]"
Julie order the food through an online website.	1cc75245-93bd-44cc-b076-8d1b249e1ee5_2	1cc75245-93bd-44cc-b076-8d1b249e1ee5	Julie's Bad pizza	"[{'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Julie', 'characterOffsetBegin': 66, 'characterOffsetEnd': 71, 'ner': 'PERSON'}]"
The pizza arrived and Julie tipped the driver.	1cc75245-93bd-44cc-b076-8d1b249e1ee5_3	1cc75245-93bd-44cc-b076-8d1b249e1ee5	Julie's Bad pizza	"[{'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Julie', 'characterOffsetBegin': 136, 'characterOffsetEnd': 141, 'ner': 'PERSON'}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'driver', 'characterOffsetBegin': 153, 'characterOffsetEnd': 159, 'ner': 'TITLE'}]"
Julie went to take a bite of the pizza and it was burnt!	1cc75245-93bd-44cc-b076-8d1b249e1ee5_4	1cc75245-93bd-44cc-b076-8d1b249e1ee5	Julie's Bad pizza	"[{'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Julie', 'characterOffsetBegin': 161, 'characterOffsetEnd': 166, 'ner': 'PERSON'}]"
Justin was terrified of dogs.	bfa4ef8c-715d-4287-88a5-035611e34e40_0	bfa4ef8c-715d-4287-88a5-035611e34e40	Fear of Dogs	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Justin', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}]"
His girlfriend had a dog and he wanted to feel comfortable with it.	bfa4ef8c-715d-4287-88a5-035611e34e40_1	bfa4ef8c-715d-4287-88a5-035611e34e40	Fear of Dogs	"[{'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'His', 'characterOffsetBegin': 30, 'characterOffsetEnd': 33, 'ner': 'PERSON'}, {'docTokenBegin': 12, 'docTokenEnd': 13, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'he', 'characterOffsetBegin': 59, 'characterOffsetEnd': 61, 'ner': 'PERSON'}]"
Justin went to therapy to help him get over his fear.	bfa4ef8c-715d-4287-88a5-035611e34e40_2	bfa4ef8c-715d-4287-88a5-035611e34e40	Fear of Dogs	"[{'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Justin', 'characterOffsetBegin': 98, 'characterOffsetEnd': 104, 'ner': 'PERSON'}, {'docTokenBegin': 26, 'docTokenEnd': 27, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'him', 'characterOffsetBegin': 129, 'characterOffsetEnd': 132, 'ner': 'PERSON'}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'his', 'characterOffsetBegin': 142, 'characterOffsetEnd': 145, 'ner': 'PERSON'}]"
After a few months of therapy Justin felt better around dogs.	bfa4ef8c-715d-4287-88a5-035611e34e40_3	bfa4ef8c-715d-4287-88a5-035611e34e40	Fear of Dogs	"[{'docTokenBegin': 33, 'docTokenEnd': 36, 'tokenBegin': 1, 'tokenEnd': 4, 'text': 'a few months', 'characterOffsetBegin': 158, 'characterOffsetEnd': 170, 'ner': 'DURATION', 'normalizedNER': 'PXM', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'PXM'}}, {'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Justin', 'characterOffsetBegin': 182, 'characterOffsetEnd': 188, 'ner': 'PERSON'}]"
Justin then moved in with his girlfriend and her dog.	bfa4ef8c-715d-4287-88a5-035611e34e40_4	bfa4ef8c-715d-4287-88a5-035611e34e40	Fear of Dogs	"[{'docTokenBegin': 44, 'docTokenEnd': 45, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Justin', 'characterOffsetBegin': 214, 'characterOffsetEnd': 220, 'ner': 'PERSON'}, {'docTokenBegin': 49, 'docTokenEnd': 50, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'his', 'characterOffsetBegin': 240, 'characterOffsetEnd': 243, 'ner': 'PERSON'}, {'docTokenBegin': 52, 'docTokenEnd': 53, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'her', 'characterOffsetBegin': 259, 'characterOffsetEnd': 262, 'ner': 'PERSON'}]"
David was walking down the street when he fell down.	210d56ce-a940-4766-9b7b-d086b2c5682d_0	210d56ce-a940-4766-9b7b-d086b2c5682d	Falling down	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'David', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'he', 'characterOffsetBegin': 39, 'characterOffsetEnd': 41, 'ner': 'PERSON'}]"
He stood up and saw that his knee was bleeding.	210d56ce-a940-4766-9b7b-d086b2c5682d_1	210d56ce-a940-4766-9b7b-d086b2c5682d	Falling down	"[{'docTokenBegin': 11, 'docTokenEnd': 12, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 53, 'characterOffsetEnd': 55, 'ner': 'PERSON'}, {'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'his', 'characterOffsetBegin': 78, 'characterOffsetEnd': 81, 'ner': 'PERSON'}]"
He found a handkerchief in his pants and applied it to the wound.	210d56ce-a940-4766-9b7b-d086b2c5682d_2	210d56ce-a940-4766-9b7b-d086b2c5682d	Falling down	"[{'docTokenBegin': 22, 'docTokenEnd': 23, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 101, 'characterOffsetEnd': 103, 'ner': 'PERSON'}, {'docTokenBegin': 27, 'docTokenEnd': 28, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'his', 'characterOffsetBegin': 128, 'characterOffsetEnd': 131, 'ner': 'PERSON'}]"
He hopped to the nearest pharmacy stifling his pain.	210d56ce-a940-4766-9b7b-d086b2c5682d_3	210d56ce-a940-4766-9b7b-d086b2c5682d	Falling down	"[{'docTokenBegin': 36, 'docTokenEnd': 37, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 167, 'characterOffsetEnd': 169, 'ner': 'PERSON'}, {'docTokenBegin': 43, 'docTokenEnd': 44, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'his', 'characterOffsetBegin': 210, 'characterOffsetEnd': 213, 'ner': 'PERSON'}]"
He then bought some peroxide and bandages to treat his knee.	210d56ce-a940-4766-9b7b-d086b2c5682d_4	210d56ce-a940-4766-9b7b-d086b2c5682d	Falling down	"[{'docTokenBegin': 46, 'docTokenEnd': 47, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 220, 'characterOffsetEnd': 222, 'ner': 'PERSON'}, {'docTokenBegin': 55, 'docTokenEnd': 56, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'his', 'characterOffsetBegin': 271, 'characterOffsetEnd': 274, 'ner': 'PERSON'}]"
Nicole wanted to go to a concert in another city.	50357157-3765-40b5-8e32-f86961c98be0_0	50357157-3765-40b5-8e32-f86961c98be0	Concert	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Nicole', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}]"
"Unfortunately, Nicole could not drive."	50357157-3765-40b5-8e32-f86961c98be0_1	50357157-3765-40b5-8e32-f86961c98be0	Concert	"[{'docTokenBegin': 13, 'docTokenEnd': 14, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Nicole', 'characterOffsetBegin': 65, 'characterOffsetEnd': 71, 'ner': 'PERSON'}]"
She asked her cousin to take her to the concert.	50357157-3765-40b5-8e32-f86961c98be0_2	50357157-3765-40b5-8e32-f86961c98be0	Concert	"[{'docTokenBegin': 18, 'docTokenEnd': 19, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 89, 'characterOffsetEnd': 92, 'ner': 'PERSON'}, {'docTokenBegin': 20, 'docTokenEnd': 21, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 99, 'characterOffsetEnd': 102, 'ner': 'PERSON'}, {'docTokenBegin': 24, 'docTokenEnd': 25, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 118, 'characterOffsetEnd': 121, 'ner': 'PERSON'}]"
Her cousin agreed to drive if Nicole bought the tickets.	50357157-3765-40b5-8e32-f86961c98be0_3	50357157-3765-40b5-8e32-f86961c98be0	Concert	"[{'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Nicole', 'characterOffsetBegin': 168, 'characterOffsetEnd': 174, 'ner': 'PERSON'}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Her', 'characterOffsetBegin': 138, 'characterOffsetEnd': 141, 'ner': 'PERSON'}]"
They went to the concert and had a great time.	50357157-3765-40b5-8e32-f86961c98be0_4	50357157-3765-40b5-8e32-f86961c98be0	Concert	[]
I woke from my sleep at around three in the morning.	006536d7-2be3-49a4-a750-769684e952ed_0	006536d7-2be3-49a4-a750-769684e952ed	Scare	"[{'docTokenBegin': 7, 'docTokenEnd': 11, 'tokenBegin': 7, 'tokenEnd': 11, 'text': 'three in the morning', 'characterOffsetBegin': 31, 'characterOffsetEnd': 51, 'ner': 'TIME', 'normalizedNER': 'T03:00', 'timex': {'tid': 't1', 'type': 'TIME', 'value': 'T03:00'}}]"
I heard a scratching sound coming from inside my closet.	006536d7-2be3-49a4-a750-769684e952ed_1	006536d7-2be3-49a4-a750-769684e952ed	Scare	[]
I turned the light on beside my bed to investigate.	006536d7-2be3-49a4-a750-769684e952ed_2	006536d7-2be3-49a4-a750-769684e952ed	Scare	[]
I crept slowly toward the closet.	006536d7-2be3-49a4-a750-769684e952ed_3	006536d7-2be3-49a4-a750-769684e952ed	Scare	[]
"My little brother jumped out of the closet, scaring me to death."	006536d7-2be3-49a4-a750-769684e952ed_4	006536d7-2be3-49a4-a750-769684e952ed	Scare	[]
Ken put a bottle of beer in the freezer.	a111d580-1fb2-4ab1-848a-0856982dfcd5_0	a111d580-1fb2-4ab1-848a-0856982dfcd5	Warm Beer	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Ken', 'characterOffsetBegin': 0, 'characterOffsetEnd': 3, 'ner': 'PERSON'}]"
He heard a popping noise.	a111d580-1fb2-4ab1-848a-0856982dfcd5_1	a111d580-1fb2-4ab1-848a-0856982dfcd5	Warm Beer	"[{'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 41, 'characterOffsetEnd': 43, 'ner': 'PERSON'}]"
He looked in the freezer and saw the bottle had burst.	a111d580-1fb2-4ab1-848a-0856982dfcd5_2	a111d580-1fb2-4ab1-848a-0856982dfcd5	Warm Beer	"[{'docTokenBegin': 16, 'docTokenEnd': 17, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 67, 'characterOffsetEnd': 69, 'ner': 'PERSON'}]"
He didn't want to wait for another beer to get cold.	a111d580-1fb2-4ab1-848a-0856982dfcd5_3	a111d580-1fb2-4ab1-848a-0856982dfcd5	Warm Beer	"[{'docTokenBegin': 28, 'docTokenEnd': 29, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 122, 'characterOffsetEnd': 124, 'ner': 'PERSON'}]"
He drank a warm beer instead.	a111d580-1fb2-4ab1-848a-0856982dfcd5_4	a111d580-1fb2-4ab1-848a-0856982dfcd5	Warm Beer	"[{'docTokenBegin': 41, 'docTokenEnd': 42, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'He', 'characterOffsetBegin': 175, 'characterOffsetEnd': 177, 'ner': 'PERSON'}]"
Christmas was Tyler's favorite holiday.	790d9cb4-4832-49e8-8137-331e79a4b9e6_0	790d9cb4-4832-49e8-8137-331e79a4b9e6	Christmas Day	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Christmas', 'characterOffsetBegin': 0, 'characterOffsetEnd': 9, 'ner': 'DATE', 'normalizedNER': 'XXXX-12-25', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'XXXX-12-25'}}, {'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Tyler', 'characterOffsetBegin': 14, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"
On Christmas morning he ran downstairs to the tree.	790d9cb4-4832-49e8-8137-331e79a4b9e6_1	790d9cb4-4832-49e8-8137-331e79a4b9e6	Christmas Day	"[{'docTokenBegin': 8, 'docTokenEnd': 10, 'tokenBegin': 1, 'tokenEnd': 3, 'text': 'Christmas morning', 'characterOffsetBegin': 43, 'characterOffsetEnd': 60, 'ner': 'TIME', 'normalizedNER': 'XXXX-12-25TMO', 'timex': {'tid': 't2', 'type': 'TIME', 'value': 'XXXX-12-25TMO'}}, {'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'he', 'characterOffsetBegin': 61, 'characterOffsetEnd': 63, 'ner': 'PERSON'}]"
Tyler saw so many presents and could not wait to open them.	790d9cb4-4832-49e8-8137-331e79a4b9e6_2	790d9cb4-4832-49e8-8137-331e79a4b9e6	Christmas Day	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Tyler', 'characterOffsetBegin': 92, 'characterOffsetEnd': 97, 'ner': 'PERSON'}]"
"By the time his parents woke up, Tyler had opened all his presents!"	790d9cb4-4832-49e8-8137-331e79a4b9e6_3	790d9cb4-4832-49e8-8137-331e79a4b9e6	Christmas Day	"[{'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'Tyler', 'characterOffsetBegin': 185, 'characterOffsetEnd': 190, 'ner': 'PERSON'}, {'docTokenBegin': 33, 'docTokenEnd': 34, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'his', 'characterOffsetBegin': 164, 'characterOffsetEnd': 167, 'ner': 'PERSON'}, {'docTokenBegin': 42, 'docTokenEnd': 43, 'tokenBegin': 12, 'tokenEnd': 13, 'text': 'his', 'characterOffsetBegin': 206, 'characterOffsetEnd': 209, 'ner': 'PERSON'}]"
Tyler showed his parents everything Santa Claus gave him.	790d9cb4-4832-49e8-8137-331e79a4b9e6_4	790d9cb4-4832-49e8-8137-331e79a4b9e6	Christmas Day	"[{'docTokenBegin': 45, 'docTokenEnd': 46, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Tyler', 'characterOffsetBegin': 220, 'characterOffsetEnd': 225, 'ner': 'PERSON'}, {'docTokenBegin': 50, 'docTokenEnd': 52, 'tokenBegin': 5, 'tokenEnd': 7, 'text': 'Santa Claus', 'characterOffsetBegin': 256, 'characterOffsetEnd': 267, 'ner': 'PERSON'}, {'docTokenBegin': 47, 'docTokenEnd': 48, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'his', 'characterOffsetBegin': 233, 'characterOffsetEnd': 236, 'ner': 'PERSON'}, {'docTokenBegin': 53, 'docTokenEnd': 54, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'him', 'characterOffsetBegin': 273, 'characterOffsetEnd': 276, 'ner': 'PERSON'}]"
Wendy was working at her local fast food establishment.	e663b977-2af7-4b1d-bd33-352d932f851b_0	e663b977-2af7-4b1d-bd33-352d932f851b	Wendy loses her cool	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Wendy', 'characterOffsetBegin': 0, 'characterOffsetEnd': 5, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 21, 'characterOffsetEnd': 24, 'ner': 'PERSON'}]"
She pretty much hated her Job.	e663b977-2af7-4b1d-bd33-352d932f851b_1	e663b977-2af7-4b1d-bd33-352d932f851b	Wendy loses her cool	"[{'docTokenBegin': 10, 'docTokenEnd': 11, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'She', 'characterOffsetBegin': 56, 'characterOffsetEnd': 59, 'ner': 'PERSON'}, {'docTokenBegin': 14, 'docTokenEnd': 15, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 78, 'characterOffsetEnd': 81, 'ner': 'PERSON'}]"
Wendy was having a rough day and her employees were annoying her.	e663b977-2af7-4b1d-bd33-352d932f851b_2	e663b977-2af7-4b1d-bd33-352d932f851b	Wendy loses her cool	"[{'docTokenBegin': 17, 'docTokenEnd': 18, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Wendy', 'characterOffsetBegin': 87, 'characterOffsetEnd': 92, 'ner': 'PERSON'}, {'docTokenBegin': 22, 'docTokenEnd': 23, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'day', 'characterOffsetBegin': 112, 'characterOffsetEnd': 115, 'ner': 'DURATION', 'normalizedNER': 'P1D', 'timex': {'tid': 't1', 'type': 'DURATION', 'value': 'P1D'}}, {'docTokenBegin': 24, 'docTokenEnd': 25, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'her', 'characterOffsetBegin': 120, 'characterOffsetEnd': 123, 'ner': 'PERSON'}, {'docTokenBegin': 28, 'docTokenEnd': 29, 'tokenBegin': 11, 'tokenEnd': 12, 'text': 'her', 'characterOffsetBegin': 148, 'characterOffsetEnd': 151, 'ner': 'PERSON'}]"
The cook decided to defy her orders when she said go clean the trash.	e663b977-2af7-4b1d-bd33-352d932f851b_3	e663b977-2af7-4b1d-bd33-352d932f851b	Wendy loses her cool	"[{'docTokenBegin': 31, 'docTokenEnd': 32, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'cook', 'characterOffsetBegin': 157, 'characterOffsetEnd': 161, 'ner': 'TITLE'}, {'docTokenBegin': 35, 'docTokenEnd': 36, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'her', 'characterOffsetBegin': 178, 'characterOffsetEnd': 181, 'ner': 'PERSON'}, {'docTokenBegin': 38, 'docTokenEnd': 39, 'tokenBegin': 8, 'tokenEnd': 9, 'text': 'she', 'characterOffsetBegin': 194, 'characterOffsetEnd': 197, 'ner': 'PERSON'}]"
Wendy flew off the handle and fired him on the spot.	e663b977-2af7-4b1d-bd33-352d932f851b_4	e663b977-2af7-4b1d-bd33-352d932f851b	Wendy loses her cool	"[{'docTokenBegin': 45, 'docTokenEnd': 46, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Wendy', 'characterOffsetBegin': 223, 'characterOffsetEnd': 228, 'ner': 'PERSON'}, {'docTokenBegin': 52, 'docTokenEnd': 53, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'him', 'characterOffsetBegin': 259, 'characterOffsetEnd': 262, 'ner': 'PERSON'}]"
Walter was worried because his dog was showing a lot of aggression.	375c34c9-3d98-4b2f-9076-404f34ad4e66_0	375c34c9-3d98-4b2f-9076-404f34ad4e66	Dog's Bite	"[{'docTokenBegin': 0, 'docTokenEnd': 1, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Walter', 'characterOffsetBegin': 0, 'characterOffsetEnd': 6, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 27, 'characterOffsetEnd': 30, 'ner': 'PERSON'}]"
The dog recently began snapping at other dogs and even people.	375c34c9-3d98-4b2f-9076-404f34ad4e66_1	375c34c9-3d98-4b2f-9076-404f34ad4e66	Dog's Bite	"[{'docTokenBegin': 15, 'docTokenEnd': 16, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'recently', 'characterOffsetBegin': 76, 'characterOffsetEnd': 84, 'ner': 'DATE', 'normalizedNER': 'PAST_REF', 'timex': {'tid': 't1', 'type': 'DATE', 'value': 'PAST_REF'}}]"
Walter consulted with his veterinarian.	375c34c9-3d98-4b2f-9076-404f34ad4e66_2	375c34c9-3d98-4b2f-9076-404f34ad4e66	Dog's Bite	"[{'docTokenBegin': 25, 'docTokenEnd': 26, 'tokenBegin': 0, 'tokenEnd': 1, 'text': 'Walter', 'characterOffsetBegin': 131, 'characterOffsetEnd': 137, 'ner': 'PERSON'}, {'docTokenBegin': 29, 'docTokenEnd': 30, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'veterinarian', 'characterOffsetBegin': 157, 'characterOffsetEnd': 169, 'ner': 'TITLE'}, {'docTokenBegin': 28, 'docTokenEnd': 29, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'his', 'characterOffsetBegin': 153, 'characterOffsetEnd': 156, 'ner': 'PERSON'}]"
The vet discovered that the dog was suffering a flea infestation.	375c34c9-3d98-4b2f-9076-404f34ad4e66_3	375c34c9-3d98-4b2f-9076-404f34ad4e66	Dog's Bite	[]
"Some medication got rid of the fleas and the dog's bad mood, too."	375c34c9-3d98-4b2f-9076-404f34ad4e66_4	375c34c9-3d98-4b2f-9076-404f34ad4e66	Dog's Bite	[]
